-4.2436e-19,-8.3037e-06,1.1562e-19,4.0994e-19,-0.00077672,0,-1.5965,3.0781e-20,-0.00017482,-0.00017482,-0.00017482,-0.00017482,0
2.0392e-17,-0.0065567,8.7069e-17,-1.0542e-16,1.7289,-0.069749,-3.2335,-4.436e-18,-0.13804,-0.13804,-0.13804,-0.13804,0
-1.1839e-16,-0.10159,-2.3954e-17,-8.4696e-16,0.22624,0,-2.3508,-1.6821e-18,-2.1388,-2.1388,-2.1388,-2.1388,0
3.0458e-15,-0.59955,-1.6273e-16,-6.7688e-15,-0.62571,0,-1.1073,-2.2065e-15,-12.622,-12.622,-12.622,-12.622,0
2.6919e-15,-0.53748,-6.3458e-16,-9.4939e-15,-0.53225,0,-1.0752,-2.5087e-15,-11.315,-11.315,-11.315,-11.315,0
3.25e-15,-0.53555,-1.2966e-16,-1.3271e-14,-0.5031,0,-1.0829,-2.5467e-15,-11.275,-11.275,-11.275,-11.275,0
3.1529e-15,-0.52491,-1.4571e-16,-1.7009e-14,-0.5063,-0.00011473,-1.0803,-2.5374e-15,-11.051,-11.051,-11.051,-11.051,0
3.2821e-15,-0.51354,3.1232e-17,-2.0966e-14,-0.50709,-0.0023383,-1.0844,-2.5174e-15,-10.811,-10.811,-10.811,-10.811,0
3.3185e-15,-0.49987,6.983e-17,-2.4816e-14,-0.51188,0,-1.09,-2.4934e-15,-10.524,-10.524,-10.524,-10.524,0
3.4018e-15,-0.4843,1.8996e-16,-2.8771e-14,-0.51495,-0.0025435,-1.0921,-2.4656e-15,-10.196,-10.196,-10.196,-10.196,0
3.4643e-15,-0.46684,2.7496e-16,-3.2732e-14,-0.52364,0,-1.0979,-2.432e-15,-9.8282,-9.8282,-9.8282,-9.8282,0
3.5527e-15,-0.44764,3.3221e-16,-3.6648e-14,-0.53008,-0.002771,-1.0974,-2.3971e-15,-9.424,-9.424,-9.424,-9.424,0
3.6117e-15,-0.42685,4.6752e-16,-4.0592e-14,-0.54436,0,-1.1015,-2.3525e-15,-8.9864,-8.9864,-8.9864,-8.9864,0
3.747e-15,-0.40465,5.6206e-16,-4.4787e-14,-0.55572,-0.0028712,-1.097,-2.3112e-15,-8.5189,-8.5189,-8.5189,-8.5189,0
4.0367e-15,-0.3812,6.1757e-16,-4.9187e-14,-0.57661,0,-1.0975,-2.256e-15,-8.0253,-8.0253,-8.0253,-8.0253,0
4.4704e-15,-0.35666,7.5635e-16,-5.4145e-14,-0.59422,-0.0030807,-1.0879,-2.2029e-15,-7.5087,-7.5087,-7.5087,-7.5087,0
4.7792e-15,-0.33123,8.1012e-16,-5.9489e-14,-0.62243,0,-1.0837,-2.1275e-15,-6.9732,-6.9732,-6.9732,-6.9732,0
5.0012e-15,-0.30499,9.0467e-16,-6.5073e-14,-0.64672,-0.0031846,-1.0685,-2.056e-15,-6.4207,-6.4207,-6.4207,-6.4207,0
5.3586e-15,-0.27814,1.0773e-15,-7.1111e-14,-0.68183,0,-1.059,-1.9638e-15,-5.8555,-5.8555,-5.8555,-5.8555,0
5.6916e-15,-0.25073,1.1276e-15,-7.762e-14,-0.71267,-0.0034261,-1.0385,-1.8759e-15,-5.2785,-5.2785,-5.2785,-5.2785,0
6.2433e-15,-0.22295,1.2854e-15,-8.4703e-14,-0.75399,0,-1.024,-1.7633e-15,-4.6938,-4.6938,-4.6938,-4.6938,0
6.9996e-15,-0.19483,1.511e-15,-9.2942e-14,-0.79038,-0.0034915,-0.99887,-1.6569e-15,-4.1017,-4.1017,-4.1017,-4.1017,0
7.5131e-15,-0.16656,1.4815e-15,-1.0153e-13,-0.83635,0,-0.97977,-1.5134e-15,-3.5066,-3.5066,-3.5066,-3.5066,0
8.2382e-15,-0.13816,1.6497e-15,-1.1103e-13,-0.87721,-0.0036813,-0.95108,-1.3756e-15,-2.9086,-2.9086,-2.9086,-2.9086,0
9.0084e-15,-0.10983,1.9004e-15,-1.2146e-13,-0.92651,0,-0.92852,-1.2049e-15,-2.3123,-2.3123,-2.3123,-2.3123,0
9.8758e-15,-0.081599,2.0531e-15,-1.3296e-13,-0.97026,-0.0036435,-0.89723,-1.0437e-15,-1.7179,-1.7179,-1.7179,-1.7179,0
1.0729e-14,-0.053674,2.2768e-15,-1.4544e-13,-1.021,0,-0.87195,-8.3943e-16,-1.13,-1.13,-1.13,-1.13,0
1.1829e-14,-0.026098,2.5457e-15,-1.592e-13,-1.0663,-0.0036789,-0.8394,-6.4009e-16,-0.54944,-0.54944,-0.54944,-0.54944,0
1.2905e-14,0.00091851,2.7539e-15,-1.7408e-13,-1.1171,0,-0.81263,-2.7676e-16,0.019337,0.019337,0.019337,0.019337,0
1.4195e-14,0.027303,3.047e-15,-1.9063e-13,-1.1623,-0.0035167,-0.77987,7.6509e-17,0.5748,0.5748,0.5748,0.5748,0
1.5392e-14,0.052857,3.2648e-15,-2.0854e-13,-1.2113,0,-0.75254,4.5627e-16,1.1128,1.1128,1.1128,1.1128,0
1.686e-14,0.077481,3.7392e-15,-2.282e-13,-1.2549,-0.0033619,-0.72085,7.1969e-16,1.6312,1.6312,1.6312,1.6312,0
1.832e-14,0.10099,4.1182e-15,-2.4954e-13,-1.3007,0,-0.69416,1.1142e-15,2.1262,2.1262,2.1262,2.1262,0
1.9866e-14,0.12328,4.5485e-15,-2.728e-13,-1.3412,-0.0030893,-0.66466,1.4016e-15,2.5953,2.5953,2.5953,2.5953,0
2.1509e-14,0.14417,5.0758e-15,-2.98e-13,-1.3823,-0.00038516,-0.63969,1.6921e-15,3.0352,3.0352,3.0352,3.0352,0
2.3152e-14,0.16355,5.5442e-15,-3.251e-13,-1.4185,-0.0023721,-0.6137,2.0743e-15,3.4433,3.4433,3.4433,3.4433,0
2.5093e-14,0.18131,6.2199e-15,-3.5452e-13,-1.4532,-0.0011085,-0.59122,2.4422e-15,3.817,3.817,3.817,3.817,0
2.6996e-14,0.19733,6.9519e-15,-3.8634e-13,-1.484,-0.0016688,-0.56977,2.7934e-15,4.1542,4.1542,4.1542,4.1542,0
2.8913e-14,0.21154,7.6866e-15,-4.2037e-13,-1.5117,-0.0014516,-0.55091,3.1233e-15,4.4534,4.4534,4.4534,4.4534,0
1.4183e-14,0.22388,-6.487e-15,-4.0545e-13,-1.5358,-0.0014649,-0.53425,3.3684e-15,4.7133,4.7133,4.7133,4.7133,0
2.6323e-14,0.23435,3.5605e-15,-4.1744e-13,-1.5563,-0.0014435,-0.52003,3.5186e-15,4.9338,4.9338,4.9338,4.9338,0
1.8012e-14,0.24297,-4.5771e-15,-4.0897e-13,-1.5732,-0.0014267,-0.50825,3.7128e-15,5.1151,5.1151,5.1151,5.1151,0
2.5001e-14,0.24979,1.1304e-15,-4.1589e-13,-1.5866,-0.0014132,-0.49886,3.8277e-15,5.2587,5.2587,5.2587,5.2587,0
2.0304e-14,0.25493,-3.5002e-15,-4.1113e-13,-1.5967,-0.001403,-0.49177,3.9384e-15,5.3669,5.3669,5.3669,5.3669,0
2.4208e-14,0.25854,-2.9739e-16,-4.1497e-13,-1.6039,-0.0013959,-0.48676,4.0044e-15,5.443,5.443,5.443,5.443,0
2.1594e-14,0.26083,-2.8272e-15,-4.1232e-13,-1.6084,-0.0013915,-0.48358,4.0527e-15,5.4913,5.4913,5.4913,5.4913,0
2.3697e-14,0.26206,-1.045e-15,-4.1441e-13,-1.6108,-0.0013892,-0.48187,4.0763e-15,5.5171,5.5171,5.5171,5.5171,0
2.2212e-14,0.26254,-2.4129e-15,-4.1292e-13,-1.6117,-0.0013883,-0.48122,4.086e-15,5.5271,5.5271,5.5271,5.5271,0
2.3338e-14,0.26261,-1.4108e-15,-4.1404e-13,-1.6119,-0.0013882,-0.48112,4.0871e-15,5.5285,5.5285,5.5285,5.5285,0
2.2507e-14,0.26261,-2.1544e-15,-4.1321e-13,-1.6119,-0.0013882,-0.48112,4.0871e-15,5.5285,5.5285,5.5285,5.5285,0
3.6078e-14,0.26326,1.0033e-14,-4.5378e-13,-1.6148,-0.0011796,-0.47837,4.0901e-15,5.5422,5.5422,5.5422,5.5422,0
1.4276e-14,0.26764,-9.888e-15,-4.3195e-13,-1.6347,0,-0.45985,4.1108e-15,5.6345,5.6345,5.6345,5.6345,0
3.9646e-14,0.27962,1.1822e-14,-4.7439e-13,-1.6868,0,-0.40997,4.1658e-15,5.8867,5.8867,5.8867,5.8867,0
3.7484e-14,0.30073,8.0283e-15,-5.197e-13,-1.7714,0,-0.32733,4.1005e-15,6.3312,6.3312,6.3312,6.3312,0
4.238e-14,0.32632,9.9417e-15,-5.6962e-13,-1.8634,0,-0.2361,3.9876e-15,6.8699,6.8699,6.8699,6.8699,0
4.5754e-14,0.34598,1.0932e-14,-6.2384e-13,-1.9275,0,-0.17087,3.8386e-15,7.2838,7.2838,7.2838,7.2838,0
4.8618e-14,0.35411,1.2679e-14,-6.8161e-13,-1.9524,0,-0.14396,3.7122e-15,7.455,7.455,7.455,7.455,0
5.0534e-14,0.35557,1.4397e-14,-7.4189e-13,-1.9565,0,-0.13852,3.6519e-15,7.4857,7.4857,7.4857,7.4857,0
